keyFile,ignore,element,valueSize,keySize,container,constructType,constructUS,lookupType,lookupUS
../keys/keys_integer.txt,10,100,64,4,vector,0,2.08333,1,0.301961
../keys/keys_integer.txt,10,100,64,4,map,0,24.537,1,0.349383
../keys/keys_integer.txt,10,100,64,4,unordered_map,0,27.2211,1,0.976543
../keys/keys_integer.txt,10,100,64,4,flat_map,0,12.5788,1,0.212705
../keys/keys_integer.txt,10,1000,64,4,vector,0,14.6283,1,1.82769
../keys/keys_integer.txt,10,1000,64,4,map,0,261.007,1,0.802459
../keys/keys_integer.txt,10,1000,64,4,unordered_map,0,238.428,1,1.15246
../keys/keys_integer.txt,10,1000,64,4,flat_map,0,616.174,1,0.397021
../keys/keys_integer.txt,10,10000,64,4,vector,0,151.021,1,17.0833
../keys/keys_integer.txt,10,10000,64,4,map,0,3159.66,1,1.32851
../keys/keys_integer.txt,10,10000,64,4,unordered_map,0,2123.62,1,0.679424
../keys/keys_integer.txt,10,10000,64,4,flat_map,0,65064.1,1,0.526939
../keys/keys_integer.txt,10,10,256,4,vector,0,1.77857,1,0.0972549
../keys/keys_integer.txt,10,10,256,4,map,0,5.42857,1,0.144672
../keys/keys_integer.txt,10,10,256,4,unordered_map,0,5.57143,1,0.236777
../keys/keys_integer.txt,10,10,256,4,flat_map,0,2.43571,1,0.0881148
../keys/keys_integer.txt,10,100,256,4,vector,0,10.4571,1,0.531579
../keys/keys_integer.txt,10,100,256,4,map,0,48.8538,1,0.580465
../keys/keys_integer.txt,10,100,256,4,unordered_map,0,47.4154,1,1.68439
../keys/keys_integer.txt,10,100,256,4,flat_map,0,51.8462,1,0.244304
../keys/keys_integer.txt,10,1000,256,4,vector,0,87.0692,1,2.94476
../keys/keys_integer.txt,10,1000,256,4,map,0,449.075,1,0.904365
../keys/keys_integer.txt,10,1000,256,4,unordered_map,0,420.808,1,2.11488
../keys/keys_integer.txt,10,1000,256,4,flat_map,0,3520.48,1,0.417121
../keys/keys_integer.txt,10,10000,256,4,vector,0,951.155,1,30.5952
../keys/keys_integer.txt,10,10000,256,4,map,0,4531.93,1,1.5377
../keys/keys_integer.txt,10,10000,256,4,unordered_map,0,3623.11,1,0.867451
../keys/keys_integer.txt,10,10000,256,4,flat_map,0,394585,1,0.699588
../keys/keys_string10.txt,10,10,4,10,vector,0,0.442771,1,0.116393
../keys/keys_string10.txt,10,10,4,10,map,0,2.86029,1,0.179457
../keys/keys_string10.txt,10,10,4,10,unordered_map,0,3.04532,1,0.275591
../keys/keys_string10.txt,10,10,4,10,flat_map,0,1.05537,1,0.141152
../keys/keys_string10.txt,10,100,4,10,vector,0,2.32817,1,0.355372
../keys/keys_string10.txt,10,100,4,10,map,0,24.8883,1,0.489712
../keys/keys_string10.txt,10,100,4,10,unordered_map,0,38.8457,1,0.788115
../keys/keys_string10.txt,10,100,4,10,flat_map,0,23.5402,1,0.342802
../keys/keys_string10.txt,10,1000,4,10,vector,0,19.8185,1,2.13099
../keys/keys_string10.txt,10,1000,4,10,map,0,306.797,1,0.860905
../keys/keys_string10.txt,10,1000,4,10,unordered_map,0,393.811,1,1.04213
../keys/keys_string10.txt,10,1000,4,10,flat_map,0,1128,1,0.631276
../keys/keys_string10.txt,10,10000,4,10,vector,0,186.194,1,18.6457
../keys/keys_string10.txt,10,10000,4,10,map,0,3743.1,1,1.33443
../keys/keys_string10.txt,10,10000,4,10,unordered_map,0,3300.49,1,0.713992
../keys/keys_string10.txt,10,10000,4,10,flat_map,0,104252,1,0.945669
../keys/keys_string10.txt,10,10,16,10,vector,0,0.529104,1,0.129796
../keys/keys_string10.txt,10,10,16,10,map,0,2.78346,1,0.196311
../keys/keys_string10.txt,10,10,16,10,unordered_map,0,3.64211,1,0.246531
../keys/keys_string10.txt,10,10,16,10,flat_map,0,1.16015,1,0.114118
../keys/keys_string10.txt,10,100,16,10,vector,0,2.66026,1,0.378601
../keys/keys_string10.txt,10,100,16,10,map,0,27.0071,1,0.523047
../keys/keys_string10.txt,10,100,16,10,unordered_map,0,42.6189,1,0.880632
../keys/keys_string10.txt,10,100,16,10,flat_map,0,22.6603,1,0.386008
../keys/keys_string10.txt,10,1000,16,10,vector,0,21.4036,1,2.04458
../keys/keys_string10.txt,10,1000,16,10,map,0,305.84,1,0.888627
../keys/keys_string10.txt,10,1000,16,10,unordered_map,0,410.349,1,1.11255
../keys/keys_string10.txt,10,1000,16,10,flat_map,0,1139.57,1,0.666393
../keys/keys_string10.txt,10,10000,16,10,vector,0,211.302,1,18.9207
../keys/keys_string10.txt,10,10000,16,10,map,0,4019.93,1,1.44141
../keys/keys_string10.txt,10,10000,16,10,unordered_map,0,3337.47,1,0.716393
../keys/keys_string10.txt,10,10000,16,10,flat_map,0,107686,1,1.00943
../keys/keys_string10.txt,10,10,64,10,vector,0,0.878261,1,0.126459
../keys/keys_string10.txt,10,10,64,10,map,0,3.86957,1,0.203279
../keys/keys_string10.txt,10,10,64,10,unordered_map,0,4.7,1,0.306967
../keys/keys_string10.txt,10,10,64,10,flat_map,0,1.62128,1,0.149219
../keys/keys_string10.txt,10,100,64,10,vector,0,4.06383,1,0.463934
../keys/keys_string10.txt,10,100,64,10,map,0,31.3646,1,0.519066
../keys/keys_string10.txt,10,100,64,10,unordered_map,0,46.8043,1,1.21116
../keys/keys_string10.txt,10,100,64,10,flat_map,0,27.0319,1,0.446281
../keys/keys_string10.txt,10,1000,64,10,vector,0,36.1071,1,2.94669
../keys/keys_string10.txt,10,1000,64,10,map,0,353.228,1,0.978824
../keys/keys_string10.txt,10,1000,64,10,unordered_map,0,471.138,1,1.42562
../keys/keys_string10.txt,10,1000,64,10,flat_map,0,1586.22,1,0.726337
../keys/keys_string10.txt,10,10000,64,10,vector,0,341.254,1,27.7176
../keys/keys_string10.txt,10,10000,64,10,map,0,4543.15,1,1.51102
../keys/keys_string10.txt,10,10000,64,10,unordered_map,0,3858.89,1,0.930672
../keys/keys_string10.txt,10,10000,64,10,flat_map,0,163774,1,1.22373
../keys/keys_string10.txt,10,10,256,10,vector,0,2.34286,1,0.151172
../keys/keys_string10.txt,10,10,256,10,map,0,5.56429,1,0.250617
../keys/keys_string10.txt,10,10,256,10,unordered_map,0,7,1,0.383951
../keys/keys_string10.txt,10,10,256,10,flat_map,0,3.28571,1,0.207004
../keys/keys_string10.txt,10,100,256,10,vector,0,15.5308,1,0.80123
../keys/keys_string10.txt,10,100,256,10,map,0,51.0923,1,0.604115
../keys/keys_string10.txt,10,100,256,10,unordered_map,0,62.5786,1,1.84733
../keys/keys_string10.txt,10,100,256,10,flat_map,0,59.4786,1,0.519753
../keys/keys_string10.txt,10,1000,256,10,vector,0,127.4,1,5.94792
../keys/keys_string10.txt,10,1000,256,10,map,0,540.675,1,1.05382
../keys/keys_string10.txt,10,1000,256,10,unordered_map,0,626.133,1,2.18235
../keys/keys_string10.txt,10,1000,256,10,flat_map,0,4222.51,1,0.971605
../keys/keys_string10.txt,10,10000,256,10,vector,0,1326.68,1,59.0419
../keys/keys_string10.txt,10,10000,256,10,map,0,6145.77,1,1.66172
../keys/keys_string10.txt,10,10000,256,10,unordered_map,0,5133.52,1,1.07284
../keys/keys_string10.txt,10,10000,256,10,flat_map,0,441591,1,1.41033
../keys/keys_string32.txt,10,10,4,32,vector,0,2.8101,1,0.233071
../keys/keys_string32.txt,10,10,4,32,map,0,5.52143,1,0.262295
../keys/keys_string32.txt,10,10,4,32,unordered_map,0,7.97778,1,0.395082
../keys/keys_string32.txt,10,10,4,32,flat_map,0,3.68119,1,0.251837
../keys/keys_string32.txt,10,100,4,32,vector,0,14.4523,1,0.758824
../keys/keys_string32.txt,10,100,4,32,map,0,46.899,1,0.645492
../keys/keys_string32.txt,10,100,4,32,unordered_map,0,69.1186,1,1.19961
../keys/keys_string32.txt,10,100,4,32,flat_map,0,36.9217,1,0.663934
../keys/keys_string32.txt,10,1000,4,32,vector,0,127.683,1,3.8902
../keys/keys_string32.txt,10,1000,4,32,map,0,441.378,1,1.18926
../keys/keys_string32.txt,10,1000,4,32,unordered_map,0,659.909,1,1.50494
../keys/keys_string32.txt,10,1000,4,32,flat_map,0,1285.04,1,1.33169
../keys/keys_string32.txt,10,10000,4,32,vector,0,1178.27,1,36.295
../keys/keys_string32.txt,10,10000,4,32,map,0,5556.26,1,1.91901
../keys/keys_string32.txt,10,10000,4,32,unordered_map,0,5242.95,1,1.02686
../keys/keys_string32.txt,10,10000,4,32,flat_map,0,102965,1,2.21167
../keys/keys_string32.txt,10,10,16,32,vector,0,3.03973,1,0.175
../keys/keys_string32.txt,10,10,16,32,map,0,5.67222,1,0.251639
../keys/keys_string32.txt,10,10,16,32,unordered_map,0,6.59041,1,0.423643
../keys/keys_string32.txt,10,10,16,32,flat_map,0,5.17397,1,0.231276
../keys/keys_string32.txt,10,100,16,32,vector,0,15.4403,1,0.734252
../keys/keys_string32.txt,10,100,16,32,map,0,42.7793,1,0.682422
../keys/keys_string32.txt,10,100,16,32,unordered_map,0,64.4561,1,1.30041
../keys/keys_string32.txt,10,100,16,32,flat_map,0,37.6076,1,0.730078
../keys/keys_string32.txt,10,1000,16,32,vector,0,128.857,1,3.90791
../keys/keys_string32.txt,10,1000,16,32,map,0,443.443,1,1.3716
../keys/keys_string32.txt,10,1000,16,32,unordered_map,0,651.348,1,1.42582
../keys/keys_string32.txt,10,1000,16,32,flat_map,0,1300.96,1,1.35781
../keys/keys_string32.txt,10,10000,16,32,vector,0,1188.46,1,35.2684
../keys/keys_string32.txt,10,10000,16,32,map,0,5804.14,1,2.14339
../keys/keys_string32.txt,10,10000,16,32,unordered_map,0,5469.67,1,0.978512
../keys/keys_string32.txt,10,10000,16,32,flat_map,0,110456,1,2.20206
../keys/keys_string32.txt,10,10,64,32,vector,0,3.55833,1,0.167315
